Data Set 3:Time(s),Data Set 3:Potential(mV),Data Set 3:EKG(mV)
0,-0.0479278564453125,-0.0022109983882918718
0.0050000000000000001,-0.0467071533203125,-0.0094670870217223729
0.01,0.0498809814453125,-0.015508054197135917
0.014999999999999999,0.0613250732421875,-0.010340867713003027
0.02,0.0511016845703125,0.0044251739309631357
0.025000000000000001,0.0930633544921875,0.022707770906962195
0.029999999999999999,0.1489105224609375,0.045322458308285116
0.035000000000000003,0.0980987548828125,0.070639085705965332
0.040000000000000001,0.0015869140625,0.086048942226946909
0.044999999999999998,-0.05303955078125,0.079974403842236169
0.050000000000000003,-0.0593719482421875,0.054670070166583887
0.055,-0.04541015625,0.022117441447408966
0.059999999999999998,-0.06829833984375,-0.0080529745825730949
0.065000000000000002,-0.0911102294921875,-0.034004543880100206
0.070000000000000007,-0.0606689453125,-0.054848731108112905
0.074999999999999997,-0.10888671875,-0.069802829419920567
0.080000000000000002,-0.1330718994140625,-0.083260812143132301
0.085000000000000006,-0.088592529296875,-0.095903494147412144
0.089999999999999997,-0.0796661376953125,-0.10241237090275665
0.095000000000000001,-0.058074951171875,-0.10083196741394367
0.10000000000000001,-0.003448486328125,-0.090640895871307303
0.105,0.067657470703125,-0.068779201579695221
0.11,0.0638427734375,-0.036307299341301398
0.115,0.0155487060546875,-0.0039087206057952725
0.12,0.028289794921875,0.018431383257591354
0.125,0.020660400390625,0.030297937793150955
0.13,0.0041046142578125,0.033943876124156606
0.13500000000000001,0.0002899169921875,0.030818606909463538
0.14000000000000001,0.016845703125,0.024587914448016737
0.14499999999999999,0.0625457763671875,0.021439413492115079
0.14999999999999999,0.0854339599609375,0.02642383100217445
0.155,0.060028076171875,0.037536310532769235
0.16,0.028289794921875,0.046859781770126577
0.16500000000000001,-0.0593719482421875,0.04543866110802329
0.17000000000000001,-0.105072021484375,0.02733509487687805
0.17500000000000002,-0.135589599609375,-0.0053007802238341228
0.17999999999999999,-0.1190338134765625,-0.043221755970484763
0.185,-0.10888671875,-0.076156787706367232
0.19,-0.107666015625,-0.098805992683889371
0.19500000000000001,-0.1063690185546875,-0.11157654457745726
0.20000000000000001,-0.1381072998046875,-0.11842030495685729
0.20500000000000002,-0.167327880859375,-0.12530279021345347
0.20999999999999999,-0.190216064453125,-0.13615032843723202
0.215,-0.1648101806640625,-0.14923398745629882
0.22,-0.13177490234375,-0.15819096480062697
0.22500000000000001,-0.097442626953125,-0.15766180079354869
0.23000000000000001,-0.064483642578125,-0.14635282780940226
0.23500000000000001,-0.03778076171875,-0.12597244963211737
0.23999999999999999,-0.017486572265625,-0.099971008756556207
0.245,-0.049224853515625,-0.074362910789526296
0.25,-0.0758514404296875,-0.05689406763319952
0.255,-0.0326690673828125,-0.048580414753765164
0.26000000000000001,0.060028076171875,-0.039271376426057464
0.26500000000000001,0.028289794921875,-0.022110057069315472
0.27000000000000002,-0.0428924560546875,-0.006189387617626059
0.27500000000000002,-0.03778076171875,-0.0016125451278586507
0.28000000000000003,0.0155487060546875,-0.0038112452413081623
0.28500000000000003,-0.0606689453125,-0.0072963971581472484
0.28999999999999998,-0.1216278076171875,-0.018155209396903238
0.29499999999999998,-0.0898895263671875,-0.038312929549261604
0.29999999999999999,-0.1419219970703125,-0.061608524173213747
0.30499999999999999,-0.13177490234375,-0.085017148224461755
0.31,-0.1101837158203125,-0.10462993724893227
0.315,-0.111480712890625,-0.11635644330875375
0.32000000000000001,-0.0771484375,-0.11958033502010409
0.32500000000000001,-0.0428924560546875,-0.11333956439704798
0.33000000000000002,0.0015869140625,-0.096799245451612059
0.33500000000000002,0.075286865234375,-0.069161592766711272
0.34000000000000002,0.1209869384765625,-0.030206071086697588
0.34500000000000003,0.142578125,0.015739768772381757
0.35000000000000003,0.112060546875,0.059337751635791469
0.35499999999999998,0.107025146484375,0.09168410212951103
0.35999999999999999,0.11968994140625,0.11123981512731529
0.36499999999999999,0.1794281005859375,0.12458841142370913
0.37,0.2899017333984375,0.14361334800992184
0.375,0.2734222412109375,0.17410765557095031
0.38,0.2772369384765625,0.20836757996548189
0.38500000000000001,0.2696075439453125,0.23739736391962799
0.39000000000000001,0.3242340087890625,0.26049019649738064
0.39500000000000002,0.3318634033203125,0.28144194233788244
0.40000000000000002,0.263275146484375,0.29753434116171884
0.40500000000000003,0.2035369873046875,0.29953529722820638
0.41000000000000003,0.2429046630859375,0.28737702253382302
0.41500000000000004,0.1920928955078125,0.26903093368298181
0.41999999999999998,0.2213134765625,0.24950297774697866
0.42499999999999999,0.204833984375,0.23258893335624425
0.42999999999999999,0.154022216796875,0.2175650463561708
0.435,0.082916259765625,0.19751452639667558
0.44,0.0892486572265625,0.17007930793594436
0.44500000000000001,0.0816192626953125,0.14102679481463479
0.45000000000000001,0.0066986083984375,0.11267184020306495
0.45500000000000002,-0.0161895751953125,0.081571933552907469
0.46000000000000002,-0.0467071533203125,0.047885002871606575
0.46500000000000002,-0.0606689453125,0.014626279861350851
0.47000000000000003,-0.050445556640625,-0.014509078846669505
0.47500000000000003,-0.049224853515625,-0.035884772829185972
0.47999999999999998,-0.0517425537109375,-0.049031667839572704
0.48499999999999999,-0.0352630615234375,-0.055121329169890258
0.48999999999999999,-0.0276336669921875,-0.054860179394337356
0.495,-0.050445556640625,-0.051112021708907718
0.5,-0.002227783203125,-0.04586892459340991
0.505,0.048583984375,-0.035117661655763521
0.51000000000000001,0.08673095703125,-0.014969077712016957
0.51500000000000001,0.178131103515625,0.016163330812741537
0.52000000000000002,0.2187957763671875,0.059021572413987262
0.52500000000000002,0.154022216796875,0.10471841225370952
0.53000000000000003,0.0434722900390625,0.13417882439217121
0.53500000000000003,-0.011077880859375,0.13451336168467407
0.54000000000000004,0.0181427001953125,0.11167684141899743
0.54500000000000004,0.0434722900390625,0.083006468892670451
0.55000000000000004,0.005401611328125,0.058686128537680071
0.55500000000000005,0.0460662841796875,0.040524847983510755
0.56000000000000005,0.0955810546875,0.0330237246685815
0.56500000000000006,0.0892486572265625,0.038301779400852609
0.57000000000000006,0.0651397705078125,0.049478614963070142
0.57500000000000007,0.091766357421875,0.060205947607303169
0.57999999999999996,0.1412811279296875,0.07236140854851518
0.58499999999999996,0.1133575439453125,0.087484805563894513
0.58999999999999997,0.068878173828125,0.098933153221549858
0.59499999999999997,0.0791015625,0.10154116609279412
0.59999999999999998,0.0638427734375,0.097507562549576515
0.60499999999999998,0.067657470703125,0.090191611708110589
0.60999999999999999,0.0625457763671875,0.08202358489384895
0.61499999999999999,0.021881103515625,0.072772140751268782
0.62,-0.00604248046875,0.059419155667728582
0.625,0.0193634033203125,0.043232725681448959
0.63,0.1374664306640625,0.035143788197268724
0.63500000000000001,0.1920928955078125,0.047118573105378495
0.64000000000000001,0.146392822265625,0.075131381860332344
0.64500000000000002,0.0498809814453125,0.099714060261714366
0.65000000000000002,0.067657470703125,0.10788089002932556
0.65500000000000003,0.03973388671875,0.10236689483440134
0.66000000000000003,0.0536956787109375,0.090029798257105539
0.66500000000000004,0.08673095703125,0.078137523836558892
